product_id,product_name,category,production_costs
178,Product 178,Food,29.18
179,Product 179,Clothing,30.12
180,Product 180,Food,30.28
181,Product 181,Food,38.63
182,Product 182,Electronics,30.41
183,Product 183,Food,27.64
184,Product 184,Electronics,30.41
185,Product 185,Electronics,32.21
186,Product 186,Food,27.64
187,Product 187,Electronics,31.56
188,Product 188,Electronics,26.77
189,Product 189,Books,26.98
190,Product 190,Electronics,23.89
191,Product 191,Clothing,32.01
192,Product 192,Clothing,29.21
193,Product 193,Food,24.42
194,Product 194,Books,24.46
195,Product 195,Clothing,19.91
196,Product 196,Food,27.8
197,Product 197,Food,25.36
198,Product 198,Food,27.4
199,Product 199,Electronics,31.06
200,Product 200,Clothing,34.45
201,Product 201,Books,25.67
202,Product 202,Electronics,30.43
203,Product 203,Books,35.66
204,Product 204,Clothing,25.04
205,Product 205,Books,26.85
206,Product 206,Books,30.39
207,Product 207,Books,23.52
208,Product 208,Electronics,29.81
209,Product 209,Electronics,33.6
210,Product 210,Electronics,40.29
211,Product 211,Books,34.79
212,Product 212,Books,39.1
213,Product 213,Clothing,28.74
214,Product 214,Electronics,30.35
215,Product 215,Electronics,25.29
216,Product 216,Clothing,35.47
217,Product 217,Electronics,22.88
218,Product 218,Electronics,19.81
219,Product 219,Books,32.04
220,Product 220,Books,29.53
221,Product 221,Food,30.14
222,Product 222,Electronics,37.88
223,Product 223,Books,30.34
224,Product 224,Electronics,35.1
225,Product 225,Food,20.4
226,Product 226,Electronics,31.45
227,Product 227,Electronics,26.57
228,Product 228,Books,29.81
229,Product 229,Books,21.12
230,Product 230,Electronics,35.05
231,Product 231,Clothing,31.41
232,Product 232,Food,20.88
233,Product 233,Clothing,23.5
234,Product 234,Food,30.21
235,Product 235,Clothing,21.57
236,Product 236,Books,24.55
237,Product 237,Electronics,27.58
238,Product 238,Electronics,25.34
239,Product 239,Clothing,24.79
240,Product 240,Food,17.74
241,Product 241,Electronics,21.73
242,Product 242,Food,29.99
243,Product 243,Electronics,29.57
244,Product 244,Electronics,20.95
245,Product 245,Electronics,26.11
246,Product 246,Clothing,25.34
247,Product 247,Books,30.5
248,Product 248,Clothing,32.5
249,Product 249,Electronics,34.83
250,Product 250,Clothing,32.2
251,Product 251,Food,37.76
252,Product 252,Books,30.4
253,Product 253,Books,24.62
254,Product 254,Clothing,27.92
255,Product 255,Electronics,22.46
256,Product 256,Electronics,23.52
257,Product 257,Books,22.64
258,Product 258,Food,22.83
259,Product 259,Books,29.06
260,Product 260,Books,31.67
261,Product 261,Food,21.55
262,Product 262,Books,25.47
263,Product 263,Clothing,30.66
264,Product 264,Electronics,36.27
265,Product 265,Books,23.34
266,Product 266,Books,26.41
267,Product 267,Books,27.76
268,Product 268,Electronics,36.42
269,Product 269,Electronics,20.0
270,Product 270,Food,19.98
271,Product 271,Food,23.84
272,Product 272,Clothing,35.63
273,Product 273,Books,31.72
274,Product 274,Food,32.17
275,Product 275,Food,25.35
276,Product 276,Electronics,35.12
277,Product 277,Electronics,24.0
278,Product 278,Clothing,36.84
279,Product 279,Food,26.79
280,Product 280,Electronics,29.15
281,Product 281,Clothing,31.72
282,Product 282,Food,31.16
283,Product 283,Clothing,29.03
284,Product 284,Books,26.17
285,Product 285,Electronics,22.4
286,Product 286,Electronics,27.16
287,Product 287,Food,26.28
288,Product 288,Books,26.03
289,Product 289,Electronics,27.68
290,Product 290,Electronics,23.65
291,Product 291,Books,26.91
292,Product 292,Clothing,29.88
293,Product 293,Books,31.38
294,Product 294,Food,21.14
295,Product 295,Electronics,29.5
296,Product 296,Clothing,28.12
297,Product 297,Food,24.71
298,Product 298,Food,33.0
299,Product 299,Food,39.45
300,Product 300,Electronics,29.72
301,Product 301,Clothing,16.55
302,Product 302,Books,27.61
303,Product 303,Books,11.8
304,Product 304,Electronics,25.03
305,Product 305,Electronics,34.22
306,Product 306,Books,27.36
307,Product 307,Clothing,21.4
308,Product 308,Electronics,24.29
309,Product 309,Food,35.37
310,Product 310,Electronics,23.61
311,Product 311,Food,29.63
312,Product 312,Clothing,27.55
313,Product 313,Clothing,27.68
314,Product 314,Food,29.66
315,Product 315,Clothing,24.09
316,Product 316,Food,29.44
317,Product 317,Food,34.88
318,Product 318,Food,33.97
319,Product 319,Electronics,26.19
320,Product 320,Books,21.68
321,Product 321,Electronics,28.91
322,Product 322,Books,36.9
323,Product 323,Food,37.97
324,Product 324,Books,16.85
325,Product 325,Books,24.03
326,Product 326,Food,30.12
327,Product 327,Food,27.28
328,Product 328,Electronics,34.08
329,Product 329,Food,28.79
330,Product 330,Books,29.13
331,Product 331,Food,33.25
332,Product 332,Food,28.68
333,Product 333,Clothing,34.89
334,Product 334,Electronics,28.24
335,Product 335,Books,24.28
336,Product 336,Electronics,29.52
337,Product 337,Food,25.12
338,Product 338,Clothing,23.08
339,Product 339,Books,26.42
340,Product 340,Clothing,22.33
341,Product 341,Food,29.3
342,Product 342,Clothing,27.23
343,Product 343,Books,17.18
344,Product 344,Electronics,25.74
345,Product 345,Clothing,21.4
346,Product 346,Books,23.53
347,Product 347,Books,20.57
348,Product 348,Electronics,25.27
349,Product 349,Clothing,31.47
350,Product 350,Electronics,20.03
351,Product 351,Clothing,28.31
352,Product 352,Clothing,25.18
353,Product 353,Books,15.07
354,Product 354,Books,24.88
355,Product 355,Clothing,35.53
356,Product 356,Electronics,27.46
357,Product 357,Electronics,24.25
358,Product 358,Food,33.77
359,Product 359,Clothing,28.55
360,Product 360,Electronics,30.1
361,Product 361,Clothing,25.9
362,Product 362,Clothing,24.13
363,Product 363,Electronics,35.52
364,Product 364,Books,35.21
365,Product 365,Food,28.32
366,Product 366,Books,22.19
367,Product 367,Food,37.75
368,Product 368,Clothing,28.15
369,Product 369,Electronics,32.73
370,Product 370,Clothing,25.32
371,Product 371,Clothing,25.71
372,Product 372,Books,29.43
373,Product 373,Clothing,24.78
374,Product 374,Books,33.85
375,Product 375,Clothing,31.86
376,Product 376,Clothing,26.13
377,Product 377,Clothing,31.01
378,Product 378,Electronics,26.3
379,Product 379,Books,34.99
380,Product 380,Electronics,25.57
381,Product 381,Books,29.75
382,Product 382,Electronics,25.86
383,Product 383,Books,34.37
384,Product 384,Books,23.75
385,Product 385,Electronics,26.89
386,Product 386,Food,29.75
387,Product 387,Electronics,30.85
388,Product 388,Clothing,25.98
389,Product 389,Clothing,31.14
390,Product 390,Books,33.88
391,Product 391,Books,33.78
392,Product 392,Clothing,33.52
393,Product 393,Food,40.19
394,Product 394,Books,35.22
395,Product 395,Clothing,32.02
396,Product 396,Electronics,25.7
397,Product 397,Books,29.23
398,Product 398,Electronics,20.51
399,Product 399,Electronics,28.89
400,Product 400,Electronics,23.64
401,Product 401,Food,30.45
402,Product 402,Clothing,32.38
403,Product 403,Clothing,20.22
404,Product 404,Clothing,28.43
405,Product 405,Food,22.18
406,Product 406,Electronics,22.92
407,Product 407,Clothing,31.41
408,Product 408,Food,35.55
409,Product 409,Books,37.75
410,Product 410,Books,37.34
411,Product 411,Electronics,26.73
412,Product 412,Electronics,36.48
413,Product 413,Electronics,25.3
414,Product 414,Books,33.0
415,Product 415,Books,25.03
416,Product 416,Food,28.79
417,Product 417,Food,26.09
418,Product 418,Clothing,32.89
419,Product 419,Books,21.3
420,Product 420,Food,26.5
421,Product 421,Electronics,25.62
422,Product 422,Clothing,21.47
423,Product 423,Electronics,30.24
424,Product 424,Electronics,31.37
425,Product 425,Electronics,29.75
426,Product 426,Electronics,27.11
427,Product 427,Electronics,26.76
428,Product 428,Electronics,28.11
429,Product 429,Books,36.32
430,Product 430,Clothing,37.73
431,Product 431,Clothing,30.19
432,Product 432,Clothing,22.96
433,Product 433,Food,24.35
434,Product 434,Electronics,35.27
435,Product 435,Electronics,29.2
436,Product 436,Books,28.47
437,Product 437,Clothing,33.13
438,Product 438,Clothing,25.97
439,Product 439,Clothing,26.4
440,Product 440,Food,40.89
441,Product 441,Food,30.94
442,Product 442,Food,28.4
443,Product 443,Clothing,32.58
444,Product 444,Food,20.48
445,Product 445,Food,31.23
446,Product 446,Books,27.31
447,Product 447,Clothing,25.9
448,Product 448,Electronics,23.66
449,Product 449,Food,26.39
450,Product 450,Books,26.73
451,Product 451,Books,21.71
452,Product 452,Electronics,29.13
453,Product 453,Food,24.09
454,Product 454,Clothing,24.33
455,Product 455,Food,35.68
456,Product 456,Clothing,30.74
457,Product 457,Food,26.06
458,Product 458,Electronics,28.75
459,Product 459,Electronics,35.42
460,Product 460,Food,24.94
461,Product 461,Books,24.0
462,Product 462,Clothing,23.11
463,Product 463,Electronics,22.38
464,Product 464,Food,32.21
465,Product 465,Clothing,31.83
466,Product 466,Electronics,32.24
467,Product 467,Clothing,30.78
468,Product 468,Electronics,30.58
469,Product 469,Books,30.79
470,Product 470,Books,31.21
471,Product 471,Food,31.34
472,Product 472,Clothing,22.02
473,Product 473,Food,31.63
474,Product 474,Books,25.17
475,Product 475,Food,25.11
476,Product 476,Food,34.71
477,Product 477,Books,32.73
478,Product 478,Electronics,23.67
479,Product 479,Clothing,27.71
480,Product 480,Food,31.51
481,Product 481,Electronics,21.14
482,Product 482,Clothing,30.51
483,Product 483,Books,28.87
484,Product 484,Electronics,29.47
485,Product 485,Clothing,23.69
486,Product 486,Electronics,24.37
487,Product 487,Books,20.63
488,Product 488,Electronics,39.11
489,Product 489,Electronics,21.23
490,Product 490,Books,35.51
491,Product 491,Books,24.45
492,Product 492,Clothing,27.77
493,Product 493,Electronics,26.47
494,Product 494,Clothing,26.15
495,Product 495,Clothing,22.08
496,Product 496,Electronics,44.1
497,Product 497,Electronics,28.75
498,Product 498,Electronics,24.74
499,Product 499,Books,32.98
500,Product 500,Food,21.78
501,Product 501,Books,24.5
502,Product 502,Books,35.24
503,Product 503,Books,37.62
504,Product 504,Electronics,23.62
505,Product 505,Clothing,33.65
506,Product 506,Electronics,29.56
507,Product 507,Clothing,29.98
508,Product 508,Books,22.44
509,Product 509,Electronics,22.1
510,Product 510,Food,26.96
511,Product 511,Clothing,29.98
512,Product 512,Books,31.06
513,Product 513,Books,24.52
514,Product 514,Books,24.27
515,Product 515,Food,33.08
516,Product 516,Clothing,31.0
517,Product 517,Electronics,17.1
518,Product 518,Books,29.15
519,Product 519,Electronics,23.46
520,Product 520,Electronics,31.29
521,Product 521,Electronics,35.91
522,Product 522,Books,30.08
523,Product 523,Clothing,35.07
524,Product 524,Clothing,31.99
525,Product 525,Clothing,37.08
526,Product 526,Food,29.52
527,Product 527,Clothing,25.67
528,Product 528,Food,35.84
529,Product 529,Clothing,31.09
530,Product 530,Electronics,28.05
531,Product 531,Clothing,30.48
532,Product 532,Electronics,33.68
533,Product 533,Food,28.89
534,Product 534,Books,29.96
535,Product 535,Electronics,23.98
536,Product 536,Clothing,22.68
537,Product 537,Clothing,31.44
538,Product 538,Food,29.23
539,Product 539,Electronics,32.46
540,Product 540,Clothing,30.24
541,Product 541,Books,33.25
542,Product 542,Books,18.6
543,Product 543,Food,22.71
544,Product 544,Food,20.93
545,Product 545,Food,28.74
546,Product 546,Food,27.46
547,Product 547,Electronics,28.43
548,Product 548,Books,26.39
549,Product 549,Food,30.48
550,Product 550,Electronics,37.58
551,Product 551,Books,31.07
552,Product 552,Clothing,22.2
553,Product 553,Books,36.84
554,Product 554,Clothing,28.27
555,Product 555,Books,28.43
556,Product 556,Food,20.87
557,Product 557,Clothing,35.25
558,Product 558,Books,33.48
559,Product 559,Food,29.21
560,Product 560,Clothing,31.59
561,Product 561,Food,24.87
562,Product 562,Books,29.59
563,Product 563,Clothing,24.68
564,Product 564,Electronics,28.57
565,Product 565,Electronics,31.63
566,Product 566,Food,32.57
567,Product 567,Electronics,31.29
568,Product 568,Books,25.21
569,Product 569,Electronics,25.02
570,Product 570,Books,29.18
571,Product 571,Electronics,25.81
572,Product 572,Books,25.65
573,Product 573,Food,27.89
574,Product 574,Clothing,28.28
575,Product 575,Electronics,27.12
576,Product 576,Books,28.92
577,Product 577,Electronics,35.5
578,Product 578,Clothing,28.26
579,Product 579,Books,23.98
580,Product 580,Clothing,27.99
581,Product 581,Books,21.76
582,Product 582,Books,26.21
583,Product 583,Food,38.62
584,Product 584,Electronics,31.45
585,Product 585,Food,31.03
586,Product 586,Food,31.25
587,Product 587,Food,22.77
588,Product 588,Clothing,24.02
589,Product 589,Food,19.59
590,Product 590,Food,30.58
591,Product 591,Clothing,25.91
592,Product 592,Clothing,29.97
593,Product 593,Books,28.45
594,Product 594,Electronics,21.94
595,Product 595,Electronics,22.65
596,Product 596,Electronics,32.87
597,Product 597,Clothing,28.8
598,Product 598,Books,26.37
599,Product 599,Clothing,30.84
600,Product 600,Food,28.77
601,Product 601,Electronics,25.0
602,Product 602,Electronics,31.01
603,Product 603,Electronics,26.55
604,Product 604,Books,29.8
605,Product 605,Electronics,22.55
606,Product 606,Books,21.53
607,Product 607,Food,32.29
608,Product 608,Books,24.39
609,Product 609,Books,23.03
610,Product 610,Electronics,27.82
611,Product 611,Food,33.67
612,Product 612,Books,19.72
613,Product 613,Books,32.75
614,Product 614,Electronics,30.15
615,Product 615,Food,23.7
616,Product 616,Books,37.89
617,Product 617,Books,32.97
618,Product 618,Food,22.04
619,Product 619,Electronics,23.27
620,Product 620,Books,29.36
621,Product 621,Electronics,27.75
622,Product 622,Books,25.45
623,Product 623,Clothing,16.61
624,Product 624,Books,17.9
625,Product 625,Clothing,35.38
626,Product 626,Clothing,29.29
627,Product 627,Food,24.79
628,Product 628,Clothing,27.08
629,Product 629,Clothing,20.0
630,Product 630,Books,29.24
631,Product 631,Electronics,27.27
632,Product 632,Electronics,29.18
633,Product 633,Food,36.57
634,Product 634,Electronics,25.48
635,Product 635,Books,27.01
636,Product 636,Food,32.85
637,Product 637,Food,29.89
638,Product 638,Electronics,33.64
639,Product 639,Electronics,27.69
640,Product 640,Clothing,26.65
641,Product 641,Books,38.4
642,Product 642,Clothing,29.92
643,Product 643,Clothing,22.37
644,Product 644,Clothing,26.98
645,Product 645,Electronics,37.61
646,Product 646,Books,29.91
647,Product 647,Clothing,36.53
648,Product 648,Clothing,36.84
649,Product 649,Electronics,31.27
650,Product 650,Books,34.82
651,Product 651,Electronics,23.03
652,Product 652,Books,29.72
653,Product 653,Electronics,30.21
654,Product 654,Electronics,26.14
655,Product 655,Books,30.89
656,Product 656,Electronics,21.58
657,Product 657,Food,40.73
658,Product 658,Books,20.55
659,Product 659,Food,24.59
660,Product 660,Clothing,23.98
661,Product 661,Books,32.26
662,Product 662,Clothing,24.84
663,Product 663,Food,31.06
664,Product 664,Electronics,27.78
665,Product 665,Electronics,22.1
666,Product 666,Food,29.33
667,Product 667,Clothing,30.83
668,Product 668,Clothing,28.14
669,Product 669,Electronics,27.31
670,Product 670,Books,25.34
671,Product 671,Electronics,33.05
672,Product 672,Books,19.56
673,Product 673,Electronics,22.95
674,Product 674,Food,29.07
675,Product 675,Clothing,30.03
676,Product 676,Food,37.08
677,Product 677,Food,24.86
678,Product 678,Food,24.23
679,Product 679,Electronics,25.54
680,Product 680,Clothing,25.19
681,Product 681,Electronics,28.05
682,Product 682,Food,18.02
683,Product 683,Books,26.67
684,Product 684,Clothing,28.67
685,Product 685,Clothing,22.3
686,Product 686,Clothing,31.8
687,Product 687,Clothing,29.9
688,Product 688,Food,31.31
689,Product 689,Clothing,24.52
690,Product 690,Electronics,25.89
691,Product 691,Books,30.46
692,Product 692,Clothing,28.81
693,Product 693,Clothing,32.51
694,Product 694,Electronics,22.88
695,Product 695,Food,27.27
696,Product 696,Food,30.18
697,Product 697,Electronics,28.41
698,Product 698,Food,26.59
699,Product 699,Clothing,37.28
700,Product 700,Electronics,32.38
701,Product 701,Food,40.93
702,Product 702,Food,20.89
703,Product 703,Food,35.93
704,Product 704,Clothing,40.37
705,Product 705,Clothing,25.35
706,Product 706,Clothing,32.44
707,Product 707,Food,39.73
708,Product 708,Clothing,28.93
709,Product 709,Clothing,25.39
710,Product 710,Food,31.74
711,Product 711,Food,26.3
712,Product 712,Food,32.35
713,Product 713,Books,30.13
714,Product 714,Electronics,29.66
715,Product 715,Clothing,35.58
716,Product 716,Clothing,30.5
717,Product 717,Books,26.34
718,Product 718,Clothing,20.96
719,Product 719,Clothing,24.1
720,Product 720,Books,21.5
721,Product 721,Clothing,32.57
722,Product 722,Books,29.83
723,Product 723,Electronics,30.67
724,Product 724,Electronics,20.69
725,Product 725,Electronics,22.95
726,Product 726,Clothing,32.02
727,Product 727,Food,30.14
728,Product 728,Books,24.57
729,Product 729,Clothing,17.43
730,Product 730,Books,23.44
731,Product 731,Clothing,31.56
732,Product 732,Clothing,26.23
733,Product 733,Food,32.93
734,Product 734,Electronics,24.9
735,Product 735,Food,35.24
736,Product 736,Books,34.37
737,Product 737,Electronics,28.81
738,Product 738,Electronics,26.31
739,Product 739,Books,32.61
740,Product 740,Electronics,32.49
741,Product 741,Food,24.3
742,Product 742,Clothing,32.62
743,Product 743,Clothing,31.36
744,Product 744,Food,24.63
745,Product 745,Clothing,25.43
746,Product 746,Books,25.99
747,Product 747,Clothing,25.78
748,Product 748,Books,24.71
749,Product 749,Food,23.63
750,Product 750,Clothing,30.76
751,Product 751,Clothing,28.67
752,Product 752,Electronics,37.31
753,Product 753,Food,24.93
754,Product 754,Electronics,34.76
755,Product 755,Electronics,27.46
756,Product 756,Clothing,33.25
757,Product 757,Electronics,30.12
758,Product 758,Food,32.85
759,Product 759,Books,24.25
760,Product 760,Clothing,22.26
761,Product 761,Books,24.16
762,Product 762,Electronics,27.96
763,Product 763,Electronics,27.54
764,Product 764,Books,28.59
765,Product 765,Books,22.94
766,Product 766,Clothing,27.83
767,Product 767,Clothing,17.4
768,Product 768,Books,10.31
769,Product 769,Electronics,25.14
770,Product 770,Books,27.86
771,Product 771,Electronics,32.01
772,Product 772,Clothing,25.98
773,Product 773,Clothing,27.56
774,Product 774,Food,29.09
775,Product 775,Food,21.67
776,Product 776,Books,27.77
777,Product 777,Clothing,36.8
778,Product 778,Books,22.4
779,Product 779,Food,32.57
780,Product 780,Electronics,24.12
781,Product 781,Food,33.4
782,Product 782,Electronics,28.86
783,Product 783,Electronics,25.79
784,Product 784,Clothing,33.42
785,Product 785,Food,23.22
786,Product 786,Electronics,26.31
787,Product 787,Food,30.76
788,Product 788,Food,28.72
789,Product 789,Clothing,19.24
790,Product 790,Books,27.79
791,Product 791,Electronics,30.21
792,Product 792,Food,24.58
793,Product 793,Food,19.31
794,Product 794,Books,27.82
795,Product 795,Food,29.81
796,Product 796,Clothing,30.09
797,Product 797,Books,22.44
798,Product 798,Books,26.04
799,Product 799,Electronics,27.0
800,Product 800,Electronics,27.91
801,Product 801,Clothing,25.97
802,Product 802,Clothing,19.65
803,Product 803,Electronics,24.76
804,Product 804,Food,26.4
805,Product 805,Electronics,27.52
806,Product 806,Books,36.22
807,Product 807,Clothing,26.82
808,Product 808,Clothing,25.28
809,Product 809,Electronics,34.46
810,Product 810,Books,34.55
811,Product 811,Clothing,23.99
812,Product 812,Electronics,19.36
813,Product 813,Food,29.05
814,Product 814,Books,31.38
815,Product 815,Food,28.46
816,Product 816,Clothing,23.94
817,Product 817,Books,21.69
818,Product 818,Electronics,24.07
819,Product 819,Electronics,24.7
820,Product 820,Food,18.87
821,Product 821,Electronics,22.27
822,Product 822,Books,27.34
823,Product 823,Books,29.74
824,Product 824,Food,24.28
825,Product 825,Clothing,28.14
826,Product 826,Clothing,18.51
827,Product 827,Food,25.6
828,Product 828,Clothing,29.67
829,Product 829,Books,31.44
830,Product 830,Food,29.98
831,Product 831,Food,21.02
832,Product 832,Food,25.05
833,Product 833,Food,35.3
834,Product 834,Food,26.05
835,Product 835,Electronics,24.51
836,Product 836,Clothing,21.64
837,Product 837,Food,29.64
838,Product 838,Books,20.62
839,Product 839,Electronics,20.13
840,Product 840,Electronics,20.05
841,Product 841,Books,30.93
842,Product 842,Books,21.38
843,Product 843,Clothing,27.58
844,Product 844,Books,29.6
845,Product 845,Clothing,30.64
846,Product 846,Electronics,24.81
847,Product 847,Books,34.74
848,Product 848,Clothing,18.75
849,Product 849,Books,20.34
850,Product 850,Electronics,20.6
851,Product 851,Electronics,22.97
852,Product 852,Food,33.31
853,Product 853,Food,26.87
854,Product 854,Clothing,24.77
855,Product 855,Electronics,26.42
856,Product 856,Food,35.67
857,Product 857,Clothing,25.37
858,Product 858,Clothing,34.1
859,Product 859,Clothing,20.7
860,Product 860,Books,26.75
861,Product 861,Books,28.68
862,Product 862,Food,32.95
863,Product 863,Clothing,35.55
864,Product 864,Clothing,25.02
865,Product 865,Clothing,29.51
866,Product 866,Electronics,20.5
867,Product 867,Food,29.77
868,Product 868,Electronics,22.97
869,Product 869,Electronics,29.36
870,Product 870,Food,29.33
871,Product 871,Clothing,29.36
872,Product 872,Clothing,30.68
873,Product 873,Food,27.28
874,Product 874,Food,27.14
875,Product 875,Electronics,30.11
876,Product 876,Clothing,32.66
877,Product 877,Food,30.97
878,Product 878,Food,26.76
879,Product 879,Clothing,26.4
880,Product 880,Clothing,33.31
881,Product 881,Electronics,27.16
882,Product 882,Clothing,26.46
883,Product 883,Food,30.99
884,Product 884,Food,25.36
885,Product 885,Electronics,35.84
886,Product 886,Books,32.9
887,Product 887,Books,29.2
888,Product 888,Food,36.54
889,Product 889,Food,21.7
890,Product 890,Electronics,29.44
891,Product 891,Books,25.37
892,Product 892,Clothing,26.93
893,Product 893,Clothing,20.82
894,Product 894,Food,24.93
895,Product 895,Clothing,27.8
896,Product 896,Books,23.06
897,Product 897,Books,16.85
898,Product 898,Food,22.17
899,Product 899,Clothing,28.56
900,Product 900,Books,17.74
901,Product 901,Food,28.22
902,Product 902,Clothing,32.01
903,Product 903,Electronics,34.78
904,Product 904,Food,25.17
905,Product 905,Electronics,25.04
906,Product 906,Books,29.71
907,Product 907,Electronics,29.29
908,Product 908,Books,35.85
909,Product 909,Clothing,27.62
910,Product 910,Clothing,31.05
911,Product 911,Electronics,27.23
912,Product 912,Electronics,24.94
913,Product 913,Books,21.94
914,Product 914,Electronics,18.84
915,Product 915,Electronics,31.17
916,Product 916,Clothing,25.94
917,Product 917,Books,28.61
918,Product 918,Clothing,28.76
919,Product 919,Clothing,19.4
920,Product 920,Books,28.98
921,Product 921,Clothing,28.76
922,Product 922,Food,26.69
923,Product 923,Electronics,30.8
924,Product 924,Books,29.77
925,Product 925,Clothing,28.53
926,Product 926,Clothing,28.97
927,Product 927,Clothing,28.06
928,Product 928,Electronics,28.05
